drug_name	host_protein	action_type	p_chembl	metadata	is_experimental	data_source	abbreviated_data_source	acquisition_method	prioritized_for_pathway_analysis	do_ppi_expansion	source_specific_score_type	directed	source_specific_score	edge_label
dabigatran etexilate	NQO2	unknown	4.96000003814697	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dabigatran etexilate_NQO2
dabigatran etexilate	PLAT	unknown	4.34000015258789	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dabigatran etexilate_PLAT
dabigatran etexilate	PLG	unknown	5.76999998092651	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dabigatran etexilate_PLG
dabigatran etexilate	SLC47A1	unknown	5.09000015258789	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dabigatran etexilate_SLC47A1
dabrafenib	TGFBR1	unknown	5.43	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dabrafenib_TGFBR1
dacarbazine	POLA2	unknown	3.0	is_activity_known:False	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dacarbazine_POLA2
dacomitinib	ERBB2	inhibitor	7.3400838	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dacomitinib_ERBB2
dactinomycin	GRB2	unknown	5.3	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dactinomycin_GRB2
danazol	AR	agonist	3.0	is_activity_known:False	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	danazol_AR
dapiprazole	ADRA1D	antagonist	8.388276692	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dapiprazole_ADRA1D
darifenacin	CHRM2	antagonist	7.6	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	darifenacin_CHRM2
darolutamide	AR	inhibitor	7.187	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	darolutamide_AR
dasatinib	ABL1	inhibitor	9.6	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dasatinib_ABL1
dasatinib	ACVR1B	unknown	6.48	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dasatinib_ACVR1B
dasatinib	CSK	unknown	9.0	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dasatinib_CSK
dasatinib	EIF2AK4	unknown	5.8	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dasatinib_EIF2AK4
dasatinib	ERBB2	unknown	5.85	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dasatinib_ERBB2
dasatinib	FLT1	unknown	5.3	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dasatinib_FLT1
dasatinib	FLT3	unknown	5.49	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dasatinib_FLT3
dasatinib	MAP4K1	unknown	6.01	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dasatinib_MAP4K1
dasatinib	MAPK14	unknown	7.57	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dasatinib_MAPK14
dasatinib	RET	unknown	6.41	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dasatinib_RET
dasatinib	SRC	inhibitor	9.68	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dasatinib_SRC
dasatinib	TGFBR1	unknown	6.64	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dasatinib_TGFBR1
daunorubicin	ABCC1	unknown	3.0	is_activity_known:False	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	daunorubicin_ABCC1
daunorubicinol	ABCC1	unknown	3.0	is_activity_known:False	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	daunorubicinol_ABCC1
decamethonium	CHRM2	unknown	7.602059841156009	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	decamethonium_CHRM2
decitabine	DNMT1	inhibitor||unknown	3.0||nan	is_activity_known:False||Chemical space:NHC	True||False	https://drugcentral.org/||Prediction by Jordi Mestres, PhD (JM)	dti_dc||dti_jm_nhc	web||File shared by JM	False||False	False||True	p_chembl||na	True||True	nan||na	decitabine_DNMT1
denufosol	P2RY2	unknown	nan	Chemical space:NHC	False	Prediction by Jordi Mestres, PhD (JM)	dti_jm_nhc	File shared by JM	False	True	na	True	na	denufosol_P2RY2
denufosol	P2RY4	unknown	nan	Chemical space:NHC	False	Prediction by Jordi Mestres, PhD (JM)	dti_jm_nhc	File shared by JM	False	True	na	True	na	denufosol_P2RY4
dequalinium	CNGA2	blocker	5.6	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dequalinium_CNGA2
desipramine	CHRM2	unknown	6.27	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	desipramine_CHRM2
desloratadine	CHRM2	unknown	7.6	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	desloratadine_CHRM2
dexamethasone	AR	unknown	5.85	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dexamethasone_AR
dexamethasone palmitate	AR	unknown	5.85	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dexamethasone palmitate_AR
dexamethasone phosphate	AR	unknown	5.85	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dexamethasone phosphate_AR
dexamethasone valerate	AR	unknown	5.85	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dexamethasone valerate_AR
dexchlorpheniramine	ADRA1D	unknown	4.780546463	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dexchlorpheniramine_ADRA1D
dexchlorpheniramine	CHRM2	unknown	5.604324215	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dexchlorpheniramine_CHRM2
dexchlorpheniramine	SIGMAR1	unknown	6.156767222	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dexchlorpheniramine_SIGMAR1
dexetimide	CHRM2	antagonist	8.9	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dexetimide_CHRM2
dexfenfluramine	CHRM2	unknown	5.57660102844238	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dexfenfluramine_CHRM2
dexfenfluramine	SIGMAR1	unknown	6.663540266	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dexfenfluramine_SIGMAR1
dexmedetomidine	ADRA1D	unknown	10.82	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dexmedetomidine_ADRA1D
dexniguldipine	ADRA1D	unknown	6.77	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dexniguldipine_ADRA1D
dextromethorphan	SIGMAR1	agonist	6.4584	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dextromethorphan_SIGMAR1
diclofenac	PPARG	antagonist	6.2	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	diclofenac_PPARG
diclofenac	TTR	unknown	6.0	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	diclofenac_TTR
dicloxacillin	CHRM2	unknown	5.66	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dicloxacillin_CHRM2
dicoumarol	MAPK1	unknown	5.35398859	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dicoumarol_MAPK1
dicycloverine	CHRM2	antagonist	6.6	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dicycloverine_CHRM2
dicycloverine	SIGMAR1	unknown	8.68613278	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dicycloverine_SIGMAR1
diethylstilbestrol	ADORA1	unknown	5.778325003	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	diethylstilbestrol_ADORA1
diethylstilbestrol	ADRA1D	unknown	5.274006741	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	diethylstilbestrol_ADRA1D
diethylstilbestrol	MAPK14	unknown	4.482764503	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	diethylstilbestrol_MAPK14
diethylstilbestrol	SLC28A1	unknown	5.315783205	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	diethylstilbestrol_SLC28A1
diflunisal	TTR	unknown	7.125	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	diflunisal_TTR
digitoxin	STAT3	unknown	6.150000095367429	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	digitoxin_STAT3
digoxin	STAT3	unknown	5.73000001907349	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	digoxin_STAT3
dihydroergocristine	ADRA1D	unknown	9.183096161	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dihydroergocristine_ADRA1D
dihydroergotamine	ADRA1D	unknown	8.690369833	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dihydroergotamine_ADRA1D
dihydroergotamine	SLC47A1	unknown	5.55	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dihydroergotamine_SLC47A1
diiodohydroxyquinoline	ERBB2	unknown	5.06666459	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	diiodohydroxyquinoline_ERBB2
diiodohydroxyquinoline	MAPK1	unknown	6.53165267	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	diiodohydroxyquinoline_MAPK1
diiodohydroxyquinoline	MAPK14	unknown	6.438898616	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	diiodohydroxyquinoline_MAPK14
diiodohydroxyquinoline	MAPK3	unknown	5.278684118999999	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	diiodohydroxyquinoline_MAPK3
dilazep	SLC29A1	unknown	9.0	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dilazep_SLC29A1
dimenhydrinate	ADRA1D	unknown	5.8467951	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dimenhydrinate_ADRA1D
dimenhydrinate	CHRM2	unknown	6.785156152000001	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dimenhydrinate_CHRM2
dimenhydrinate	SIGMAR1	unknown	6.312471039	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dimenhydrinate_SIGMAR1
dimetindene	CHRM2	unknown	7.35	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dimetindene_CHRM2
diosmetin	ABCC1	unknown	5.52	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	diosmetin_ABCC1
diphenhydramine	CHRM2	unknown	6.9208	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	diphenhydramine_CHRM2
diphenidol	CHRM2	unknown	6.562249437	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	diphenidol_CHRM2
diphenidol	SIGMAR1	unknown	6.966576245	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	diphenidol_SIGMAR1
dipyridamole	SLC28A1	inhibitor	7.537602002000001	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dipyridamole_SLC28A1
dipyridamole	SLC29A1	inhibitor	8.5	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dipyridamole_SLC29A1
diquafosol	P2RY2	agonist||unknown	7.46852111816406||nan	is_activity_known:True||Chemical space:NHC	True||False	https://drugcentral.org/||Prediction by Jordi Mestres, PhD (JM)	dti_dc||dti_jm_nhc	web||File shared by JM	False||False	False||True	p_chembl||na	True||True	nan||na	diquafosol_P2RY2
diquafosol	P2RY4	agonist||unknown	6.4||nan	is_activity_known:True||Chemical space:NHC	True||False	https://drugcentral.org/||Prediction by Jordi Mestres, PhD (JM)	dti_dc||dti_jm_nhc	web||File shared by JM	False||False	False||True	p_chembl||na	True||True	nan||na	diquafosol_P2RY4
disopyramide	CHRM2	unknown	3.0	is_activity_known:False	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	disopyramide_CHRM2
disulfiram	ALDH2	inhibitor	3.0	is_activity_known:False	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	disulfiram_ALDH2
disulfiram	MAPK3	unknown	5.821023052999999	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	disulfiram_MAPK3
disulfiram	SLC28A1	unknown	5.237471478	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	disulfiram_SLC28A1
dobutamine	ADRA1D	unknown	7.346787486	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dobutamine_ADRA1D
dobutamine	COMT	unknown	4.301	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dobutamine_COMT
dobutamine	SIGMAR1	unknown	5.975514332	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dobutamine_SIGMAR1
docosanoic acid	PPARG	unknown	4.52	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	docosanoic acid_PPARG
dodecanoic acid	PPARG	unknown	4.52	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dodecanoic acid_PPARG
domperidone	ADRA1D	unknown	6.935542011	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	domperidone_ADRA1D
domperidone	SLC47A1	unknown	5.64	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	domperidone_SLC47A1
donepezil	BACE1	unknown	5.49	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	donepezil_BACE1
donepezil	SIGMAR1	unknown	7.84	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	donepezil_SIGMAR1
dopamine	GFER	unknown	5.849999904632571	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dopamine_GFER
dosulepin	CHRM2	unknown	6.9625	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	dosulepin_CHRM2
doxacurium	CHRM2	unknown	3.0	is_activity_known:False	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	doxacurium_CHRM2
doxazosin	ADRA1D	antagonist	8.85	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	doxazosin_ADRA1D
doxepin	ADRA1D	unknown	7.366531544	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	doxepin_ADRA1D
doxepin	CHRM2	unknown	6.7959	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	doxepin_CHRM2
doxepin	SIGMAR1	unknown	6.576754126	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	doxepin_SIGMAR1
doxorubicin	ABCC1	unknown	3.0	is_activity_known:False	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	doxorubicin_ABCC1
doxorubicin	ERBB2	unknown	5.6046736070000005	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	doxorubicin_ERBB2
droperidol	ADRA1D	unknown	9.174573882	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	droperidol_ADRA1D
drospirenone	AR	unknown	8.5	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	drospirenone_AR
drostanolone propionate	AR	agonist	3.0	is_activity_known:False	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	drostanolone propionate_AR
ebastine	ADRA1D	unknown	6.060181337	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	ebastine_ADRA1D
ebastine	CHRM2	unknown	6.553618188	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	ebastine_CHRM2
ebastine	ERBB2	unknown	5.975719624	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	ebastine_ERBB2
eburnamonine	CHRM2	allosteric modulator	4.2	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	eburnamonine_CHRM2
econazole	ADORA1	unknown	5.005594853	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	econazole_ADORA1
econazole	ADRA1D	unknown	5.359220523	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	econazole_ADRA1D
econazole	CHRM2	unknown	5.936291441	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	econazole_CHRM2
econazole	ERBB2	unknown	4.856860241000001	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	econazole_ERBB2
econazole	SIGMAR1	unknown	5.051978467	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	econazole_SIGMAR1
edatrexate	DHFR	inhibitor	8.36	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	edatrexate_DHFR
eicosapentaenoic acid	PPARG	unknown	5.7	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	eicosapentaenoic acid_PPARG
emetine	ADRA1D	unknown	5.578067187	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	emetine_ADRA1D
encainide	SCN3B	unknown	3.0	is_activity_known:False	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	encainide_SCN3B
encainide	SCN4B	unknown	3.0	is_activity_known:False	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	encainide_SCN4B
enoxolone	PTPN1	unknown	4.34	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	enoxolone_PTPN1
enprofylline	ADORA1	unknown	4.38	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	enprofylline_ADORA1
entacapone	COMT	inhibitor	9.52287864685059	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	entacapone_COMT
enzalutamide	AR	antagonist	7.31	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	enzalutamide_AR
eperisone	CHRM2	unknown	6.080398976000001	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	eperisone_CHRM2
eperisone	SIGMAR1	unknown	8.769551079	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	eperisone_SIGMAR1
epinastine	SLC47A1	unknown	5.96	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	epinastine_SLC47A1
epinephrine	ADRA1D	agonist	3.0	is_activity_known:False	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	epinephrine_ADRA1D
ergotamine	ADRA1D	unknown	8.486782400000001	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	ergotamine_ADRA1D
ergotamine	CHRM2	unknown	6.040481623	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	ergotamine_CHRM2
erlotinib	ABL1	unknown	7.24	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	erlotinib_ABL1
erlotinib	CIT	unknown	6.17	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	erlotinib_CIT
erlotinib	COQ8B	unknown	5.6	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	erlotinib_COQ8B
erlotinib	CSK	unknown	5.02	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	erlotinib_CSK
erlotinib	EIF2AK4	unknown	5.36	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	erlotinib_EIF2AK4
erlotinib	ERBB2	unknown	5.54	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	erlotinib_ERBB2
erlotinib	FLT1	unknown	5.36	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	erlotinib_FLT1
erlotinib	FLT3	unknown	6.89	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	erlotinib_FLT3
erlotinib	RET	unknown	6.48	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	erlotinib_RET
erlotinib	RPS6KA4	unknown	5.15	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	erlotinib_RPS6KA4
erlotinib	SRC	unknown	6.15	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	erlotinib_SRC
erlotinib	TBK1	unknown	5.51	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	erlotinib_TBK1
estradiol	AR	unknown	7.72	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	estradiol_AR
estramustine phosphate	PTPN1	unknown	4.2	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	estramustine phosphate_PTPN1
ethacrynic acid	GSTP1	unknown	5.47	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	ethacrynic acid_GSTP1
ethinylestradiol	AR	unknown	7.3	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	ethinylestradiol_AR
ethinylestradiol	SLC47A1	unknown	4.68	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	ethinylestradiol_SLC47A1
ethylestrenol	AR	agonist	3.0	is_activity_known:False	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	ethylestrenol_AR
ethylestrenol	CHRM2	unknown	6.982966661	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	ethylestrenol_CHRM2
etilamfetamine	SIGMAR1	unknown	6.17999982833862	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	etilamfetamine_SIGMAR1
etoposide	ABCC1	unknown	3.0	is_activity_known:False	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	etoposide_ABCC1
etoricoxib	MAPK14	unknown	6.28	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	etoricoxib_MAPK14
etravirine	ABCC1	unknown	5.07	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	etravirine_ABCC1
evans blue	PTPN1	unknown	5.89	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	evans blue_PTPN1
evogliptin	DPP4	inhibitor	9.04575729370117	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	evogliptin_DPP4
exemestane	AR	unknown	3.0	is_activity_known:False	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	exemestane_AR
exisulind	MAPK1	unknown	4.85933486	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	exisulind_MAPK1
famotidine	HSP90AA1	unknown	5.3036	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	famotidine_HSP90AA1
famotidine	SLC47A1	unknown	6.12	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	famotidine_SLC47A1
fasudil	PRKACA	unknown	5.80999994277954	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	fasudil_PRKACA
fasudil	ROCK1	inhibitor	7.0	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	fasudil_ROCK1
fedratinib	FLT3	inhibitor	7.82	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	fedratinib_FLT3
femoxetine	CHRM2	unknown	6.823908741	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	femoxetine_CHRM2
fenbendazole	MAPK14	unknown	5.496481687	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	fenbendazole_MAPK14
fenfluramine	CHRM2	unknown	5.72607322	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	fenfluramine_CHRM2
fenofibrate	PPARG	unknown	6.24	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	fenofibrate_PPARG
fenoldopam	GFER	unknown	5.860000133514401	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	fenoldopam_GFER
fesoterodine	CHRM2	antagonist	6.401	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	fesoterodine_CHRM2
flopropione	COMT	inhibitor	3.0	is_activity_known:False	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	flopropione_COMT
florbetaben F18	APP	unknown	8.65	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	florbetaben F18_APP
floxacillin	AR	unknown	6.25	is_activity_known:True	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	floxacillin_AR
fludarabine	POLA	unknown	nan	Chemical space:NHC	False	Prediction by Jordi Mestres, PhD (JM)	dti_jm_nhc	File shared by JM	False	True	na	True	na	fludarabine_POLA
fludarabine phosphate	POLA1	inhibitor	3.0	is_activity_known:False	True	https://drugcentral.org/	dti_dc	web	False	False	p_chembl	True	nan	fludarabine phosphate_POLA1
