source_node	target_node	p_chembl	action_type	is_activity_known	source	data_origin	priority	relationship	edge_label	is_in_drugcentral	is_in_jdti	comment	pmids	metadata	struct_id	drug_name
977	CHRM2	6.553618188	unknown	True	DrugCentral	Web download	0	DTI	977_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	977	ebastine
977	ERBB2	5.975719624	unknown	True	DrugCentral	Web download	0	DTI	977_ERBB2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	977	ebastine
983	ADORA1	5.005594853	unknown	True	DrugCentral	Web download	0	DTI	983_ADORA1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	983	econazole
983	ADRA1D	5.359220523	unknown	True	DrugCentral	Web download	0	DTI	983_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	983	econazole
983	CHRM2	5.936291441	unknown	True	DrugCentral	Web download	0	DTI	983_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	983	econazole
983	ERBB2	4.856860241000001	unknown	True	DrugCentral	Web download	0	DTI	983_ERBB2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	983	econazole
983	SIGMAR1	5.051978467	unknown	True	DrugCentral	Web download	0	DTI	983_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	983	econazole
986	DHFR	8.36	inhibitor	True	DrugCentral	Web download	0	DTI	986_DHFR	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	986	edatrexate
1001	ADRA1D	5.578067187	unknown	True	DrugCentral	Web download	0	DTI	1001_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1001	emetine
1007	SCN3B	3.0	unknown	False	DrugCentral	Web download	0	DTI	1007_SCN3B	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1007	encainide
1007	SCN4B	3.0	unknown	False	DrugCentral	Web download	0	DTI	1007_SCN4B	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1007	encainide
1015	ADORA1	4.38	unknown	True	DrugCentral	Web download	0	DTI	1015_ADORA1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1015	enprofylline
1018	COMT	9.52287864685059	inhibitor	True	DrugCentral	Web download	0	DTI	1018_COMT	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1018	entacapone
1022	CHRM2	6.080398976000001	unknown	True	DrugCentral	Web download	0	DTI	1022_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1022	eperisone
1022	SIGMAR1	8.769551079	unknown	True	DrugCentral	Web download	0	DTI	1022_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1022	eperisone
1027	SLC47A1	5.96	unknown	True	DrugCentral	Web download	0	DTI	1027_SLC47A1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1027	epinastine
1028	ADRA1D	3.0	agonist	False	DrugCentral	Web download	0	DTI	1028_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1028	epinephrine
1043	ADRA1D	8.486782400000001	unknown	True	DrugCentral	Web download	0	DTI	1043_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1043	ergotamine
1043	CHRM2	6.040481623	unknown	True	DrugCentral	Web download	0	DTI	1043_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1043	ergotamine
1043	LCK	5.1871534630000005	unknown	True	DrugCentral	Web download	0	DTI	1043_LCK	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1043	ergotamine
1045	ABL1	7.24	unknown	True	DrugCentral	Web download	0	DTI	1045_ABL1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1045	erlotinib
1045	CIT	6.17	unknown	True	DrugCentral	Web download	0	DTI	1045_CIT	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1045	erlotinib
1045	COQ8B	5.6	unknown	True	DrugCentral	Web download	0	DTI	1045_COQ8B	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1045	erlotinib
1045	CSK	5.02	unknown	True	DrugCentral	Web download	0	DTI	1045_CSK	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1045	erlotinib
1045	EIF2AK4	5.36	unknown	True	DrugCentral	Web download	0	DTI	1045_EIF2AK4	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1045	erlotinib
1045	ERBB2	5.54	unknown	True	DrugCentral	Web download	0	DTI	1045_ERBB2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1045	erlotinib
1045	FLT1	5.36	unknown	True	DrugCentral	Web download	0	DTI	1045_FLT1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1045	erlotinib
1045	FLT3	6.89	unknown	True	DrugCentral	Web download	0	DTI	1045_FLT3	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1045	erlotinib
1045	LCK	6.6	unknown	True	DrugCentral	Web download	0	DTI	1045_LCK	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1045	erlotinib
1045	RET	6.48	unknown	True	DrugCentral	Web download	0	DTI	1045_RET	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1045	erlotinib
1045	RPS6KA4	5.15	unknown	True	DrugCentral	Web download	0	DTI	1045_RPS6KA4	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1045	erlotinib
1045	SRC	6.15	unknown	True	DrugCentral	Web download	0	DTI	1045_SRC	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1045	erlotinib
1045	TBK1	5.51	unknown	True	DrugCentral	Web download	0	DTI	1045_TBK1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1045	erlotinib
1057	AR	7.72	unknown	True	DrugCentral	Web download	0	DTI	1057_AR	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1057	estradiol
1066	PTPN1	4.2	unknown	True	DrugCentral	Web download	0	DTI	1066_PTPN1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1066	estramustine phosphate
1071	GSTP1	5.47	unknown	True	DrugCentral	Web download	0	DTI	1071_GSTP1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1071	ethacrynic acid
1082	AR	7.3	unknown	True	DrugCentral	Web download	0	DTI	1082_AR	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1082	ethinylestradiol
1082	SLC47A1	4.68	unknown	True	DrugCentral	Web download	0	DTI	1082_SLC47A1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1082	ethinylestradiol
1094	AR	3.0	agonist	False	DrugCentral	Web download	0	DTI	1094_AR	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1094	ethylestrenol
1094	CHRM2	6.982966661	unknown	True	DrugCentral	Web download	0	DTI	1094_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1094	ethylestrenol
1100	SIGMAR1	6.17999982833862	unknown	True	DrugCentral	Web download	0	DTI	1100_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1100	etilamfetamine
1112	ABCC1	3.0	unknown	False	DrugCentral	Web download	0	DTI	1112_ABCC1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1112	etoposide
1113	MAPK14	6.28	unknown	True	DrugCentral	Web download	0	DTI	1113_MAPK14	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1113	etoricoxib
1115	ABCC1	5.07	unknown	True	DrugCentral	Web download	0	DTI	1115_ABCC1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1115	etravirine
1122	AR	3.0	unknown	False	DrugCentral	Web download	0	DTI	1122_AR	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1122	exemestane
1129	HSP90AA1	5.3036	unknown	True	DrugCentral	Web download	0	DTI	1129_HSP90AA1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1129	famotidine
1129	SLC47A1	6.12	unknown	True	DrugCentral	Web download	0	DTI	1129_SLC47A1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1129	famotidine
1132	PRKACA	5.80999994277954	unknown	True	DrugCentral	Web download	0	DTI	1132_PRKACA	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1132	fasudil
1132	ROCK1	7.0	inhibitor	True	DrugCentral	Web download	0	DTI	1132_ROCK1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1132	fasudil
1150	CHRM2	5.72607322	unknown	True	DrugCentral	Web download	0	DTI	1150_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1150	fenfluramine
1152	PPARG	6.24	unknown	True	DrugCentral	Web download	0	DTI	1152_PPARG	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1152	fenofibrate
1153	GFER	5.860000133514401	unknown	True	DrugCentral	Web download	0	DTI	1153_GFER	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1153	fenoldopam
1180	COMT	3.0	inhibitor	False	DrugCentral	Web download	0	DTI	1180_COMT	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1180	flopropione
1183	AR	6.25	unknown	True	DrugCentral	Web download	0	DTI	1183_AR	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1183	floxacillin
1189	POLA1	3.0	inhibitor	False	DrugCentral	Web download	0	DTI	1189_POLA1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1189	fludarabine phosphate
1193	AR	4.12	unknown	True	DrugCentral	Web download	0	DTI	1193_AR	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1193	flufenamic acid
1193	MPO	5.74	unknown	True	DrugCentral	Web download	0	DTI	1193_MPO	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1193	flufenamic acid
1193	TRPM4	5.55	unknown	True	DrugCentral	Web download	0	DTI	1193_TRPM4	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1193	flufenamic acid
1193	TTR	7.25	unknown	True	DrugCentral	Web download	0	DTI	1193_TTR	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1193	flufenamic acid
1200	ADRA1D	6.356547324	unknown	True	DrugCentral	Web download	0	DTI	1200_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1200	flunarizine
1200	SIGMAR1	8.0	unknown	True	DrugCentral	Web download	0	DTI	1200_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1200	flunarizine
1209	CHRM2	5.56863641738892	unknown	True	DrugCentral	Web download	0	DTI	1209_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1209	fluoxetine
1209	SIGMAR1	6.07	unknown	True	DrugCentral	Web download	0	DTI	1209_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1209	fluoxetine
1210	AR	8.24	agonist	True	DrugCentral	Web download	0	DTI	1210_AR	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1210	fluoxymesterone
1211	SIGMAR1	8.65	unknown	True	DrugCentral	Web download	0	DTI	1211_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1211	flupentixol
1212	ADRA1D	8.018634491	unknown	True	DrugCentral	Web download	0	DTI	1212_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1212	fluphenazine
1212	CHRM2	5.575118363	unknown	True	DrugCentral	Web download	0	DTI	1212_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1212	fluphenazine
1212	ERBB2	4.708409174	unknown	True	DrugCentral	Web download	0	DTI	1212_ERBB2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1212	fluphenazine
1212	SIGMAR1	8.066512712	unknown	True	DrugCentral	Web download	0	DTI	1212_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1212	fluphenazine
1214	CHRM2	5.14490509033203	unknown	True	DrugCentral	Web download	0	DTI	1214_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1214	fluphenazine enanthate
1223	AR	5.89	antagonist	True	DrugCentral	Web download	0	DTI	1223_AR	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1223	flutamide
1230	SIGMAR1	7.44	unknown	True	DrugCentral	Web download	0	DTI	1230_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1230	fluvoxamine
1232	DHFR	5.63	unknown	True	DrugCentral	Web download	0	DTI	1232_DHFR	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1232	leucovorin
1239	HSP90AA1	8.5229	unknown	True	DrugCentral	Web download	0	DTI	1239_HSP90AA1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1239	formoterol
1264	ADORA1	3.0	unknown	False	DrugCentral	Web download	0	DTI	1264_ADORA1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1264	gabapentin
1273	CHRM2	6.148130398999999	negative allosteric modulator	True	DrugCentral	Web download	0	DTI	1273_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1273	gallamine
1276	PPARG	5.66	unknown	True	DrugCentral	Web download	0	DTI	1276_PPARG	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1276	gamolenic acid
1282	ABL1	6.64	unknown	True	DrugCentral	Web download	0	DTI	1282_ABL1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1282	gefitinib
1282	CDK7	6.21	unknown	True	DrugCentral	Web download	0	DTI	1282_CDK7	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1282	gefitinib
1282	CIT	5.89	unknown	True	DrugCentral	Web download	0	DTI	1282_CIT	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1282	gefitinib
1282	ERBB2	5.96	unknown	True	DrugCentral	Web download	0	DTI	1282_ERBB2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1282	gefitinib
1282	FLT3	6.0	unknown	True	DrugCentral	Web download	0	DTI	1282_FLT3	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1282	gefitinib
1282	LCK	6.2	unknown	True	DrugCentral	Web download	0	DTI	1282_LCK	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1282	gefitinib
1282	PRKD1	5.46	unknown	True	DrugCentral	Web download	0	DTI	1282_PRKD1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1282	gefitinib
1282	RET	5.77	unknown	True	DrugCentral	Web download	0	DTI	1282_RET	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1282	gefitinib
1282	RPS6KA4	5.92	unknown	True	DrugCentral	Web download	0	DTI	1282_RPS6KA4	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1282	gefitinib
1282	SRC	5.4202164029999995	unknown	True	DrugCentral	Web download	0	DTI	1282_SRC	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1282	gefitinib
1283	POLA	3.0	unknown	False	DTI - Predicted	Data share on 2020/04/15 by collaborators.	8	DTI	1283_POLA	False	True			orig_direction_jdti:manually_assigned_drug_to_target	1283	gemcitabine
1285	TTR	7.0	unknown	True	DrugCentral	Web download	0	DTI	1285_TTR	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1285	gemfibrozil
1329	SLC47A1	5.3	unknown	True	DrugCentral	Web download	0	DTI	1329_SLC47A1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1329	granisetron
1342	ADRA1D	3.0	unknown	False	DrugCentral	Web download	0	DTI	1342_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1342	guanethidine
1343	ADRA1D	6.262807357000001	unknown	True	DrugCentral	Web download	0	DTI	1343_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1343	guanfacine
1353	ADRA1D	7.552841969	unknown	True	DrugCentral	Web download	0	DTI	1353_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1353	haloperidol
1353	SIGMAR1	8.92	unknown	True	DrugCentral	Web download	0	DTI	1353_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1353	haloperidol
1362	GSK3B	4.57	unknown	True	DrugCentral	Web download	0	DTI	1362_GSK3B	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1362	hesperetin
1364	ERBB2	5.479018919	unknown	True	DrugCentral	Web download	0	DTI	1364_ERBB2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1364	hexachlorophene
1364	HSPA1A	4.71999979019165	unknown	True	DrugCentral	Web download	0	DTI	1364_HSPA1A	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1364	hexachlorophene
1364	HSPA8	4.55999994277954	unknown	True	DrugCentral	Web download	0	DTI	1364_HSPA8	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1364	hexachlorophene
1364	LCK	5.6139471510000005	unknown	True	DrugCentral	Web download	0	DTI	1364_LCK	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1364	hexachlorophene
1364	MAPK1	6.707743928999999	unknown	True	DrugCentral	Web download	0	DTI	1364_MAPK1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1364	hexachlorophene
1364	MAPK14	7.057495894	unknown	True	DrugCentral	Web download	0	DTI	1364_MAPK14	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1364	hexachlorophene
1364	MAPK3	5.604778479	unknown	True	DrugCentral	Web download	0	DTI	1364_MAPK3	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1364	hexachlorophene
1364	VCP	5.26000022888184	unknown	True	DrugCentral	Web download	0	DTI	1364_VCP	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1364	hexachlorophene
1371	CHRM2	7.6	antagonist	True	DrugCentral	Web download	0	DTI	1371_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1371	hexocyclium
1379	CHRM2	7.124938737000001	unknown	True	DrugCentral	Web download	0	DTI	1379_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1379	homatropine
1384	DNMT1	3.0	unknown	False	DrugCentral	Web download	0	DTI	1384_DNMT1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1384	hydralazine
1394	BACE1	3.1	unknown	True	DrugCentral	Web download	0	DTI	1394_BACE1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1394	hydroxyamfetamine
1395	ADRA1D	5.6296719920000005	unknown	True	DrugCentral	Web download	0	DTI	1395_ADRA1D	True	True			orig_direction_drugcentral:manually_assigned_drug_to_target;orig_direction_jdti:manually_assigned_drug_to_target	1395	hydroxychloroquine
1395	CHRM2	5.979224512	unknown	True	DrugCentral	Web download	0	DTI	1395_CHRM2	True	True			orig_direction_drugcentral:manually_assigned_drug_to_target;orig_direction_jdti:manually_assigned_drug_to_target	1395	hydroxychloroquine
1395	MPO	3.0	unknown	False	DTI - Predicted	Data share on 2020/04/15 by collaborators.	8	DTI	1395_MPO	False	True			orig_direction_jdti:manually_assigned_drug_to_target	1395	hydroxychloroquine
1395	TLR7	5.56	antagonist	True	DrugCentral	Web download	0	DTI	1395_TLR7	True	True			orig_direction_drugcentral:manually_assigned_drug_to_target;orig_direction_jdti:manually_assigned_drug_to_target	1395	hydroxychloroquine
1395	TLR8	3.0	unknown	False	DTI - Predicted	Data share on 2020/04/15 by collaborators.	8	DTI	1395_TLR8	False	True			orig_direction_jdti:manually_assigned_drug_to_target	1395	hydroxychloroquine
1395	TLR9	7.1	antagonist	True	DrugCentral	Web download	0	DTI	1395_TLR9	True	True			orig_direction_drugcentral:manually_assigned_drug_to_target;orig_direction_jdti:manually_assigned_drug_to_target	1395	hydroxychloroquine
1402	CHRM2	9.3	antagonist	True	DrugCentral	Web download	0	DTI	1402_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1402	hyoscyamine
1414	ABCC1	3.0	unknown	False	DrugCentral	Web download	0	DTI	1414_ABCC1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1414	idarubicin
1419	SIGMAR1	8.41	unknown	True	DrugCentral	Web download	0	DTI	1419_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1419	ifenprodil
1423	ABCC1	3.0	unknown	False	DrugCentral	Web download	0	DTI	1423_ABCC1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1423	imatinib
1423	ABL1	8.96	inhibitor	True	DrugCentral	Web download	0	DTI	1423_ABL1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1423	imatinib
1423	FLT3	5.2	unknown	True	DrugCentral	Web download	0	DTI	1423_FLT3	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1423	imatinib
1423	LCK	7.4	unknown	True	DrugCentral	Web download	0	DTI	1423_LCK	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1423	imatinib
1423	MAPK14	4.86	unknown	True	DrugCentral	Web download	0	DTI	1423_MAPK14	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1423	imatinib
1423	MAPK8	5.49	unknown	True	DrugCentral	Web download	0	DTI	1423_MAPK8	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1423	imatinib
1423	NQO2	6.4	unknown	True	DrugCentral	Web download	0	DTI	1423_NQO2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1423	imatinib
1423	SLC47A1	7.4	unknown	True	DrugCentral	Web download	0	DTI	1423_SLC47A1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1423	imatinib
1423	SRC	4.51	unknown	True	DrugCentral	Web download	0	DTI	1423_SRC	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1423	imatinib
1427	CHRM2	8.08	unknown	True	DrugCentral	Web download	0	DTI	1427_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1427	imipramine
1427	PRNP	5.0	unknown	True	DrugCentral	Web download	0	DTI	1427_PRNP	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1427	imipramine
1427	SIGMAR1	6.284	unknown	True	DrugCentral	Web download	0	DTI	1427_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1427	imipramine
1429	ADRA1D	5.8900841370000006	unknown	True	DrugCentral	Web download	0	DTI	1429_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1429	imiquimod
1429	TLR7	4.97	agonist	True	DrugCentral	Web download	0	DTI	1429_TLR7	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1429	imiquimod
1437	SLC47A1	5.77	unknown	True	DrugCentral	Web download	0	DTI	1437_SLC47A1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1437	indinavir
1440	ABCC1	4.92	unknown	True	DrugCentral	Web download	0	DTI	1440_ABCC1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1440	indomethacin
1440	AR	9.85	unknown	True	DrugCentral	Web download	0	DTI	1440_AR	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1440	indomethacin
1440	DHRS9	4.85	unknown	True	DrugCentral	Web download	0	DTI	1440_DHRS9	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1440	indomethacin
1440	PPARG	7.38	agonist	True	DrugCentral	Web download	0	DTI	1440_PPARG	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1440	indomethacin
1443	ADRA1D	6.96	unknown	True	DrugCentral	Web download	0	DTI	1443_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1443	indoramin
1457	ERBB2	5.06666459	unknown	True	DrugCentral	Web download	0	DTI	1457_ERBB2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1457	diiodohydroxyquinoline
1457	LCK	5.608888386	unknown	True	DrugCentral	Web download	0	DTI	1457_LCK	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1457	diiodohydroxyquinoline
1457	MAPK1	6.53165267	unknown	True	DrugCentral	Web download	0	DTI	1457_MAPK1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1457	diiodohydroxyquinoline
1457	MAPK14	6.438898616	unknown	True	DrugCentral	Web download	0	DTI	1457_MAPK14	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1457	diiodohydroxyquinoline
1457	MAPK3	5.278684118999999	unknown	True	DrugCentral	Web download	0	DTI	1457_MAPK3	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1457	diiodohydroxyquinoline
1475	CHRM2	8.8239	unknown	True	DrugCentral	Web download	0	DTI	1475_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1475	ipratropium
1482	ABCC1	3.0	unknown	False	DrugCentral	Web download	0	DTI	1482_ABCC1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1482	irinotecan
1482	SLC47A1	5.68	unknown	True	DrugCentral	Web download	0	DTI	1482_SLC47A1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1482	irinotecan
1494	CTSA	5.0	unknown	True	DrugCentral	Web download	0	DTI	1494_CTSA	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1494	fluostigmine
1508	DHRS9	4.523	unknown	True	DrugCentral	Web download	0	DTI	1508_DHRS9	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1508	isotretinoin
1508	MAPK1	6.335358024	unknown	True	DrugCentral	Web download	0	DTI	1508_MAPK1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1508	isotretinoin
1508	MAPK14	5.597051171	unknown	True	DrugCentral	Web download	0	DTI	1508_MAPK14	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1508	isotretinoin
1524	ADRA1D	7.8	antagonist	True	DrugCentral	Web download	0	DTI	1524_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1524	ketanserin
1524	SIGMAR1	9.0	unknown	True	DrugCentral	Web download	0	DTI	1524_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1524	ketanserin
1527	ADRA1D	4.839771643	unknown	True	DrugCentral	Web download	0	DTI	1527_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1527	ketoconazole
1527	CHRM2	5.028353118	unknown	True	DrugCentral	Web download	0	DTI	1527_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1527	ketoconazole
1527	SLC28A1	5.821023052999999	unknown	True	DrugCentral	Web download	0	DTI	1527_SLC28A1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1527	ketoconazole
1530	ADRA1D	5.737074531	unknown	True	DrugCentral	Web download	0	DTI	1530_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1530	ketotifen
1530	CHRM2	6.359	unknown	True	DrugCentral	Web download	0	DTI	1530_CHRM2	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1530	ketotifen
1531	ADRA1D	7.638272164	antagonist	True	DrugCentral	Web download	0	DTI	1531_ADRA1D	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1531	labetalol
1531	SIGMAR1	6.117475462000001	unknown	True	DrugCentral	Web download	0	DTI	1531_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1531	labetalol
1535	LGALS3	4.03	unknown	True	DrugCentral	Web download	0	DTI	1535_LGALS3	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1535	lactose
1540	SIGMAR1	3.839	unknown	True	DrugCentral	Web download	0	DTI	1540_SIGMAR1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1540	lamotrigine
1547	PHOSPHO1	6.360000133514401	unknown	True	DrugCentral	Web download	0	DTI	1547_PHOSPHO1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1547	lansoprazole
1548	ABL1	4.64	unknown	True	DrugCentral	Web download	0	DTI	1548_ABL1	True	False			orig_direction_drugcentral:manually_assigned_drug_to_target	1548	lapatinib
